id,title,country,region,winery,variety,vintage,description,points,price,alcohol,acidity,body,tannins,sweetness,style,image_url,mood_tags,food_pairing,tasting_notes,winery_history
2124,Lujon 2015 Riesling (Willamette Valley),US,Willamette Valley,Lujon,Riesling,2015,"This contends for the best $10 Riesling in the country. It's off dry, with 30g/L of residual sugar, but not too sweet for some Asian noodle entrées. The mouthfeel is thick and borders on syrupy, with penetrating flavors of mango, papaya and peaches. It could also be served after dinner with fruit and soft cheeses.",91,10.0,10.1,Medium-High,Medium,None,Off-Dry,Still White,https://cdn.wine-searcher.com/images/labels/lujon-2015-riesling-675063.jpg,"Complex, Refreshing, Outstanding, Intimate, Aromatic","Shellfish, Soft cheeses, Spicy Asian cuisine, Pork tenderloin","This contends for the best $10 Riesling in the country. It's off dry, with 30g/L of residual sugar, but not too sweet for some Asian noodle entrées. The mouthfeel is thick and borders on syrupy, with penetrating flavors of mango, papaya and peaches. It could also be served after dinner with fruit and soft cheeses.","Lujon was founded in 1985 during the modern American wine renaissance, pioneering sustainable farming practices."
2125,Solomon Hills 2013 Pinot Noir (Santa Maria Valley),US,Santa Maria Valley,Solomon Hills,Pinot Noir,2013,"Earthy and gamy aromas of rust and blood meet with red cherry juice and cola on the nose of this bottling by Trey Fletcher from the region's most coastal property. It's soft on the palate, with light strawberry, tangy cranberry and red plum fruit, but it's the garrigue components of thyme and eucalyptus that take it to the next level. Add lively energy and it soars.",93,60.0,12.2,Medium,Light,Low,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/solomon-hills-2013-pinot-noir-800046.jpg,"Outstanding, Romantic, Festive","Mushroom risotto, Grilled salmon, Soft cheeses, Roasted chicken","Earthy and gamy aromas of rust and blood meet with red cherry juice and cola on the nose of this bottling by Trey Fletcher from the region's most coastal property. It's soft on the palate, with light strawberry, tangy cranberry and red plum fruit, but it's the garrigue components of thyme and eucalyptus that take it to the next level. Add lively energy and it soars.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
2126,Tahbilk 2015 Estate Grown and Bottled Marsanne (Nagambie Lakes),Australia,Nagambie Lakes,Tahbilk,Marsanne,2015,"Tahbilk's Marsanne is always difficult to evaluate young, as it's invariably rather neutral in aroma and flavor. Subtle notes of pear and marshmallow make a fleeting appearance before yielding to crisp, lemony finish. Drink now with oysters, or hold 5–10 years for greater weight, texture and versatility with food.",87,18.0,11.8,Medium,Medium,Medium,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/tahbilk-2015-marsanne-803941.jpg,"Smooth, Pleasant, Reliable, Balanced, Cozy","Stewed dishes, Hard cheeses, Red meat","Tahbilk's Marsanne is always difficult to evaluate young, as it's invariably rather neutral in aroma and flavor. Subtle notes of pear and marshmallow make a fleeting appearance before yielding to crisp, lemony finish. Drink now with oysters, or hold 5–10 years for greater weight, texture and versatility with food.","Tahbilk is a respected winery from Australia, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
2127,Surf Point 2006 Merlot (California),US,California,Surf Point,Merlot,2006,"With its slightly sweet, jellied flavors of cherries, black raspberries, anise and vanilla bean, balanced with smooth tannins, this is a fun wine. It's easy to enjoy with almost anything that wants a medium-bodied red.",84,9.0,12.9,High,Medium-Full,High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/surf-point-2006-merlot-543090.jpg,"Smooth, Sophisticated, Balanced, Pleasant","Blue cheese, Pasta with tomato sauce, Roasted pork, Beef tenderloin","With its slightly sweet, jellied flavors of cherries, black raspberries, anise and vanilla bean, balanced with smooth tannins, this is a fun wine. It's easy to enjoy with almost anything that wants a medium-bodied red.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
2128,Pine Ridge 2009 Cabernet Sauvignon (Napa Valley),US,Napa Valley,Pine Ridge,Cabernet Sauvignon,2009,"Ripe and fruity, this has an oak flavor that overshadows the blackberries and currants.",85,54.0,14.0,Medium-High,Medium-Full,None,Dry,Still White,https://images.wine.com/labels/pine-ridge-2009-cabernet-sauvig-316819.jpg,"Sophisticated, Reliable, Bold, Good","Fresh cheeses, Salads, Seafood","Ripe and fruity, this has an oak flavor that overshadows the blackberries and currants.","Pine Ridge was founded in 1963 during the modern American wine renaissance, pioneering sustainable farming practices."
2129,Outlander 2013 Meritage (Paso Robles),US,Paso Robles,Outlander,Meritage,2013,"Lush aromas of black cherry, vanilla, kola nut and blackberry fudge pack lots of action into this bottling. The palate confirms the complexity, with blueberry and black cherry backed by pipe tobacco, dried marjoram and a pencil lead-driven structure.",88,9.0,12.1,Medium,Full,Medium-High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/outlander-2013-meritage-317277.jpg,"Balanced, Celebratory, Cozy","Red meat, Hard cheeses, Grilled vegetables, Pasta","Lush aromas of black cherry, vanilla, kola nut and blackberry fudge pack lots of action into this bottling. The palate confirms the complexity, with blueberry and black cherry backed by pipe tobacco, dried marjoram and a pencil lead-driven structure.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
2130,Snoqualmie 2015 Winemaker's Select Riesling (Columbia Valley (WA)),US,Columbia Valley (WA),Snoqualmie,Riesling,2015,"The aromas seem to lack clarity, with white flower and orange rind notes struggling to get to the surface. It drinks medium sweet with abundant floral and orange-peel flavors that provide appeal.",86,8.0,11.1,Medium-High,Medium-Full,None,Off-Dry,Still White,https://images.wine.com/labels/snoqualmie-2015-riesling-646353.jpg,"Reliable, Casual, Social","Apple tart, Soft cheeses, Shellfish","The aromas seem to lack clarity, with white flower and orange rind notes struggling to get to the surface. It drinks medium sweet with abundant floral and orange-peel flavors that provide appeal.","Snoqualmie was founded in 1975 during the modern American wine renaissance, pioneering sustainable farming practices."
2131,Valerie's Vineyard 2008 One Acre Pinot Noir (Carneros),US,Carneros,Valerie's Vineyard,Pinot Noir,2008,"Lots of juicy flavor in this dry, jammy wine. It's strong in raspberries, cherries and sweet, smoky sandalwood, with lovely Carneros acidity. Best now and for a few years for freshness and vivacity.",89,40.0,13.9,Medium,Medium,Low,Dry,Still Red,https://images.vivino.com/thumbs/valerie's-vineyard-2008-pinot-noir-837077.jpg,"Elegant, Reliable, Delicate","Duck breast, Mushroom risotto, Soft cheeses","Lots of juicy flavor in this dry, jammy wine. It's strong in raspberries, cherries and sweet, smoky sandalwood, with lovely Carneros acidity. Best now and for a few years for freshness and vivacity.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
2132,Carmel Road 2011 Panorama Vineyard Pinot Noir (Arroyo Seco),US,Arroyo Seco,Carmel Road,Pinot Noir,2011,"The most promising Pinots from this central Monterey County appellation, and this is definitely one of them, continue to show its promise. This is one of the few that goes beyond simple fruit and acidity into complexity. It's not an ager, but the raspberries and cherries, accented with acidity and oak, make it a fine partner now for steak, lamb, tuna or an elaborate mushroom risotto.",88,35.0,13.0,Medium,Medium,Medium,Dry,Still Red,https://images.vivino.com/thumbs/carmel-road-2011-pinot-noir-971135.jpg,"Good, Romantic, Elegant, Festive","Duck breast, Grilled salmon, Soft cheeses, Mushroom risotto","The most promising Pinots from this central Monterey County appellation, and this is definitely one of them, continue to show its promise. This is one of the few that goes beyond simple fruit and acidity into complexity. It's not an ager, but the raspberries and cherries, accented with acidity and oak, make it a fine partner now for steak, lamb, tuna or an elaborate mushroom risotto.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
2133,Dr. Loosen 2013 Erdener Treppchen Spätlese Riesling (Mosel),Germany,Mosel,Dr. Loosen,Riesling,2013,"Clouds of powdery mineral and pollen blanket dense, ripe peach and apricot in this sprightly, feather-light Riesling. Semidry in style, it bristles with tart tangerine acidity. The finish is long and perfumed in honeysuckle. Drink now through 2025.",92,34.0,8.8,High,Light,None,Dry,Still White,https://images.wine.com/labels/dr.-loosen-2013-riesling-892114.jpg,"Aromatic, Refreshing, Intimate, Cozy, Complex","Pork tenderloin, Soft cheeses, Shellfish, Spicy Asian cuisine","Clouds of powdery mineral and pollen blanket dense, ripe peach and apricot in this sprightly, feather-light Riesling. Semidry in style, it bristles with tart tangerine acidity. The finish is long and perfumed in honeysuckle. Drink now through 2025.","Founded in the Rhine Valley, this winery is renowned for its precision winemaking and terroir expression."
2134,Jurtschitsch 2012 Käferberg Reserve Grüner Veltliner (Kamptal),Austria,Kamptal,Jurtschitsch,Grüner Veltliner,2012,"Aromas of flint and meadow flowers mingle in this mineral but juicy and joyous wine. Grapefruit zest underlines the lively acidity. If you are after concentrated, zippy linearity, this is it.",93,19.63,11.3,Medium-High,Medium-Full,Medium,Dry,Still Red,https://images.vivino.com/thumbs/jurtschitsch-2012-grüner-veltline-400873.jpg,"Intimate, Complex, Smooth, Outstanding","Hard cheeses, Pasta, Red meat","Aromas of flint and meadow flowers mingle in this mineral but juicy and joyous wine. Grapefruit zest underlines the lively acidity. If you are after concentrated, zippy linearity, this is it.","Jurtschitsch is a respected winery from Austria, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
2135,Ritual 2015 Supertuga Block Chardonnay (Casablanca Valley),Chile,Casablanca Valley,Ritual,Chardonnay,2015,"This yellow-looking Chardonnay smells briny and like oily popcorn. The palate is both watery in feel and resiny. Nutty, salty flavors of popcorn crowd out apple notes, while the finish is dilute.",84,30.0,14.4,Medium-Low,Light,None,Dry,Still White,https://images.vivino.com/thumbs/ritual-2015-chardonnay-203508.jpg,"Cozy, Creamy, Luxurious, Rich","Grilled fish, Brie cheese, Creamy pasta, Lobster","This yellow-looking Chardonnay smells briny and like oily popcorn. The palate is both watery in feel and resiny. Nutty, salty flavors of popcorn crowd out apple notes, while the finish is dilute.","Ritual is a respected winery from Chile, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
2136,Worthy 2013 Kalaris Family Vineyard Chardonnay (Napa Valley),US,Napa Valley,Worthy,Chardonnay,2013,"Crisp and flowery upon entry, this wine falls flat midpalate, offering a lopsided amount of ripe apple, pear and lemon curd that overpowers the more subtle aspects of minerality lurking in the background.",84,31.0,12.7,Medium-Low,Light,None,Dry,Still White,https://images.vivino.com/thumbs/worthy-2013-chardonnay-959520.jpg,"Luxurious, Creamy, Rich, Sophisticated","Grilled fish, Roasted chicken, Creamy pasta","Crisp and flowery upon entry, this wine falls flat midpalate, offering a lopsided amount of ripe apple, pear and lemon curd that overpowers the more subtle aspects of minerality lurking in the background.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
